species,clr_cat,accession,bed ,replicate,fruit_number,fruit_id,ripeness,date_collected,brix,pH,seeds_per_fruit,diameter_mm,height_mm,diam_ht_ratio,fresh_weight,dry_weight,water_content_grams,water_content_percent,scanned_date,perimeter_inner,lobedness_degree_inner,pericarp_area_inner,pericarp_thickness_inner,fruit_and_surface,avg_red_outer,avg_green_outer,avg_blue_outer,avg_luminosity_outer,avg_L_value_outer,avg_a_value_outer,avg_b_value_outer,avg_hue_outer,avg_chroma_outer
SPV,grn,SPV-4,S,SPV-4-S,02,SPV-4-S-2,unripe,09-18-2019,,,62,8.74,7.17,1.22,,,,,09-21-2019,477.7178,1.3174,0.6212,0.2035,spv-4-s-2-out,104.5183,107.4842,72.7545,85.5938,42.748,-6.6053,18.7392,109.4169,19.8693
SPV,grn,SPV-4,S,SPV-4-S,03,SPV-4-S-3,unripe,09-18-2019,,,25,8.97,7.76,1.16,,,,,09-21-2019,494.1528,1.0102,0.6111,0.2151,spv-4-s-3-out,105.8875,104.5606,82.0735,89.1197,42.2692,-3.3072,12.9396,104.337,13.3556
SPV,grn,SPV-4,S,SPV-4-S,04,SPV-4-S-4,unripe,09-18-2019,,,66,9.4,8,1.18,,,,,09-21-2019,510.931,1.231,0.6147,0.2117,spv-4-s-4-out,92.8636,99.3117,64.8064,77.5229,39.3796,-7.8375,18.3173,113.1647,19.9236
SPV,grn,SPV-4,S,SPV-4-S,05,SPV-4-S-5,unripe,09-18-2019,,,70,9.66,7.53,1.28,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,S,SPV-4-S,06,SPV-4-S-6,unripe,09-18-2019,,,20,8.08,7.04,1.15,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,01,SPV-9-N-1,unripe,07-28-2019,,,,16.52,13.09,1.26,1.8255,0.1423,1.6831,92.2051,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,02,SPV-9-N-2,unripe,07-28-2019,,,,13.64,10.92,1.25,1.0866,0.0922,0.9941,91.5151,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,03,SPV-9-N-3,unripe,07-28-2019,,,,9.9,8.61,1.15,0.4477,0.0379,0.4101,91.5351,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,04,SPV-9-N-4,unripe,07-28-2019,,,60,,, ,,,,,08-02-2019,632.692,2.5418,0.5704,0.2347,spv-9-n-4-out,130.3309,115.8978,92.6988,104.9681,47.9264,1.4156,15.3517,84.7315,15.4169
SPV,grn,SPV-9,N,SPV-9-N,05,SPV-9-N-5,,08-02-2019,,,110,,, ,,,,,08-07-2019,753.8549,1.6387,0.516,0.2801,spv-9-n-5-out,117.2339,116.35,94.0831,100.0644,46.7894,-3.6814,12.9241,105.8996,13.4382
SPV,grn,SPV-9,N,SPV-9-N,06,SPV-9-N-6,,08-19-2019,,,,17.46,13.66,1.28,2.2088,0.1654,2.0431,92.5121,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,07,SPV-9-N-7,,08-19-2019,,,,18.5,15.21,1.22,2.7775,0.315,2.4631,88.6591,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,08,SPV-9-N-8,,08-19-2019,,,,18.97,15.1,1.26,2.9499,0.3084,2.6421,89.5451,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,09,SPV-9-N-9,,08-19-2019,,,112,23.48,18.39,1.28,5.242,,,,08-19-2019,1214.3803,2.7228,0.5941,0.2266,spv-9-n-9-out,115.6004,112.7719,88.0767,95.9915,45.5639,-3.2473,14.3859,102.7201,14.7478
SPV,grn,SPV-9,N,SPV-9-N,10,SPV-9-N-10,,08-19-2019,,,33,17.46,13.84,1.26,2.3102,,,,08-19-2019,913.9504,2.8648,0.5751,0.2347,spv-9-n-10-out,117.5223,114.5222,89.9009,97.832,46.2981,-3.2105,14.3976,102.5706,14.7512
SPV,grn,SPV-9,N,SPV-9-N,11,SPV-9-N-11,,08-26-2019,,,128,18.12,14.64,1.24,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,12,SPV-9-N-12,,08-26-2019,,,49,14.73,11.35,1.30,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,13,SPV-9-N-13,,09-02-2019,,,123,18.88,15.07,1.25,2.8631,,,,09-02-2019,982.2641,2.6065,0.5541,0.2482,spv-9-n-13-out,116.5008,102.4126,98.1665,99.6999,43.0959,4.2852,5.1013,49.9687,6.6623
SPV,grn,SPV-9,N,SPV-9-N,14,SPV-9-N-14,,09-02-2019,7.7,4.7,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,15,SPV-9-N-15,,09-02-2019,9,4.7,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,16,SPV-9-N-16,,09-02-2019,7.3,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,N,SPV-9-N,17,SPV-9-N-17,,09-02-2019,6.9,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,01,SPV-9-S-1,,08-07-2019,,,99,19.24,15.62,1.23,,,,,08-08-2019,986.557,3.0483,0.5544,0.2471,spv-9-s-1-out,121.8163,123.9327,95.7635,103.5362,49.3823,-5.7699,15.5967,110.3018,16.6298
SPV,grn,SPV-9,S,SPV-9-S,02,SPV-9-S-2,,08-19-2019,,,,18.06,14.37,1.26,2.416,0.1784,2.2381,92.6161,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,03,SPV-9-S-3,,08-19-2019,,,54,17.14,14.34,1.20,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,04,SPV-9-S-4,,09-02-2019,,,58,15.38,12.91,1.19,,,,,09-02-2019,764.8757,2.247,0.5815,0.232,spv-9-s-5-out,114.1459,116.0202,88.8724,96.6881,46.3476,-5.4297,15.1313,109.7399,16.0761
SPV,grn,SPV-9,S,SPV-9-S,05,SPV-9-S-5,,09-02-2019,,,48,13.3,10.36,1.28,,,,,09-02-2019,661.7925,2.3896,0.603,0.215,spv-9-s-6-out,113.379,113.6395,94.8988,98.7241,45.7383,-3.5526,10.8684,108.1012,11.4343
SPV,grn,SPV-9,S,SPV-9-S,06,SPV-9-S-6,,09-02-2019,,,,15.18,12.1,1.25,1.3597,0.108,1.2521,92.0571,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,07,SPV-9-S-7,,09-02-2019,,,,12.53,10.1,1.24,0.8013,0.0731,0.7281,90.8771,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,08,SPV-9-S-8,,09-18-2019,8.9,4.7,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,09,SPV-9-S-9,,09-18-2019,4.9,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,10,SPV-9-S-10,,09-18-2019,6,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,11,SPV-9-S-11,,09-18-2019,10.5,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-9,S,SPV-9-S,12,SPV-9-S-12,,09-18-2019,5.8,4.5,,,,,,,,,,,,,,,,,,,,,,,
